amount,old_balance_orig,new_balance_orig,old_balance_dest,new_balance_dest,type,name_orig,name_dest,hour,day_of_week,is_fraud
8454.08,411.34,1241.45,6617.49,1945.61,cash_out,C8839101,M6418889,11,4,1
37.97,435.11,7042.75,6331.77,8706.36,transfer,C3663391,M8070049,15,2,0
56.28,1952.4,3644.24,1711.18,5513.1,transfer,C8365343,M8657887,18,4,0
97.62,4788.36,2511.53,7261.39,6049.33,cash_in,C7730232,M6036072,1,1,0
44.65,5118.91,4267.76,7763.32,9544.42,cash_in,C1479076,M3751899,16,1,0
24.25,9655.83,9434.18,2064.78,9727.03,cash_out,C3179206,M6589281,1,0,0
23.24,8034.75,4641.26,1736.89,108.35,cash_out,C4362263,M3886829,9,2,0
990.73,4421.83,7268.93,1625.97,5597.95,payment,C1082959,M9008504,5,2,1
138.26,7017.92,9137.05,6717.52,8330.34,cash_out,C2607674,M7502411,4,2,1
24.32,7755.28,8990.41,8215.93,7330.68,cash_in,C7607712,M9960965,2,2,0
30.48,5905.65,2294.77,6124.37,7701.65,payment,C7078057,M6701752,16,6,0
367.32,9154.4,6491.21,1466.99,1960.91,cash_out,C6065677,M8304810,2,2,1
10.5,1592.4,3179.81,6785.2,4858.46,payment,C8075570,M4011811,5,3,0
34.62,4702.73,918.14,6892.05,1103.91,cash_in,C1205092,M3699181,10,1,0
1.62,4601.45,4912.78,9603.22,4076.86,transfer,C6082733,M8130001,8,5,0
73.5,8043.94,4557.67,3790.97,4788.12,payment,C9976215,M7121365,3,6,0
0.27,3896.37,6779.72,1588.83,3437.45,debit,C5325779,M4315396,16,6,1
108.16,4405.39,4701.16,494.46,8692.18,cash_in,C7158985,M1840094,19,5,0
0.59,6782.46,7691.65,332.95,2745.63,payment,C6987542,M7997109,0,3,0
312.06,5998.21,3636.72,462.46,7412.94,cash_out,C3939932,M2410072,17,0,0
727.78,4367.9,2819.49,9721.34,6921.02,cash_out,C9783858,M8691004,1,0,1
27.44,6132.6,7265.72,8143.52,1101.11,debit,C2321455,M6666886,20,5,0
5.25,1920.91,7492.99,7243.78,7452.58,transfer,C8271837,M2953294,6,4,0
0.31,5437.66,7957.86,6973.15,583.43,debit,C8934254,M4610612,13,2,1
8.42,2840.85,6747.25,6085.76,9106.49,payment,C5574801,M1084742,13,1,0
0.33,2820.21,4678.17,7923.56,6385.08,transfer,C4713195,M4771933,0,5,1
79.86,2949.53,7149.13,8287.05,5920.35,debit,C6515543,M7526999,15,4,0
0.17,8244.02,1602.61,8558.12,5039.85,debit,C3852351,M7544141,8,3,1
232.11,6350.7,5657.12,3518.46,2154.76,debit,C7194004,M6100822,9,6,1
75.66,392.69,6286.14,1750.67,3581.1,cash_in,C7969137,M1392726,9,4,0
65.68,3815.31,5422.17,3846.45,9493.31,transfer,C2627051,M7639578,6,1,0
28.12,1868.36,1675.26,7797.49,7371.16,cash_in,C7853764,M6905993,6,3,0
22.6,7727.95,6339.73,6675.92,6899.75,payment,C9427273,M9986330,17,3,0
0.25,4692.75,8278.77,4549.61,9246.71,cash_out,C7711798,M5838680,0,4,1
27.37,6596.29,6865.18,1073.4,5843.56,cash_in,C8017399,M7883587,6,5,0
482.06,6237.21,9989.21,6035.72,7348.27,transfer,C6452935,M5193310,5,4,1
95.03,9523.28,324.92,6053.29,7919.81,cash_in,C9578785,M4238532,5,3,0
123.34,1834.59,9377.69,9221.72,3294.97,payment,C2087378,M1518244,6,4,0
56.33,6072.16,9898.16,7987.86,9730.77,debit,C2864909,M6557607,5,1,0
76.2,168.14,419.99,6801.04,8683.92,cash_in,C7464522,M2180539,13,2,0
5.7,7186.37,6109.07,9893.17,7176.17,cash_in,C9066612,M2003047,9,6,0
221.07,7710.74,3697.4,7194.58,5164.44,cash_in,C8190522,M3081328,3,1,0
7.37,5840.14,7937.02,7247.74,3728.0,payment,C3381527,M5078015,15,1,0
0.32,833.29,9002.03,4966.61,2522.81,payment,C6745238,M5954178,22,3,1
8.01,2653.43,2825.46,453.87,1486.21,debit,C5839059,M1435209,7,2,0
25.77,3135.96,7186.78,5719.64,3116.94,cash_in,C5947259,M3591094,23,6,0
15.66,2994.1,3903.84,6403.95,377.25,cash_out,C6082767,M3489124,18,0,0
180.69,8715.3,5216.5,4822.05,9010.04,payment,C3615179,M9406983,10,4,1
53.84,4903.93,1774.3,5299.85,1836.33,cash_in,C1238783,M2086368,10,1,0
89.61,2855.32,7802.34,7913.82,6534.97,payment,C9368311,M8706139,18,5,0
54.58,8472.88,7852.57,5288.77,2360.88,cash_out,C7099530,M1550972,12,5,0
0.26,2787.59,9620.4,8481.4,5423.52,transfer,C1939101,M8493255,18,4,1
0.4,1908.58,9369.7,8589.47,2360.57,cash_in,C3976792,M1674994,19,2,1
36.98,1981.14,8323.85,730.32,9041.02,debit,C6079484,M2021147,6,1,0
27.29,1072.88,8828.24,605.72,7921.16,transfer,C4295478,M9024526,3,3,1
698.36,5934.82,6023.11,3069.61,195.06,cash_in,C2871060,M8426297,20,1,1
58.99,7579.88,9923.15,2592.3,4130.97,payment,C9264542,M3961713,10,4,0
10.31,6488.27,2715.58,5368.68,3477.31,debit,C9439984,M6180871,20,3,0
3746.19,3260.15,9746.11,4758.01,1715.0,transfer,C8248007,M6111027,3,6,1
21.31,5432.04,1908.29,7810.04,7652.24,cash_out,C6153966,M9418465,9,2,0
23.79,6878.99,9282.76,2181.89,6751.68,payment,C3623750,M4219615,12,6,0
681.07,1655.61,9571.4,9813.43,6569.56,cash_in,C5519499,M4837345,8,3,1
32.1,3770.83,3131.7,7294.43,8309.39,payment,C8544846,M6167665,13,4,0
5.04,7646.01,4100.4,9689.93,3600.76,cash_out,C8665337,M5600435,0,6,0
2.21,7195.06,3018.49,3797.4,3286.27,cash_in,C6464089,M4346251,6,4,0
218.02,1157.66,2507.06,3322.28,4848.86,debit,C8883139,M1771751,21,3,0
12.22,4921.71,2873.41,6106.38,3812.69,transfer,C1941446,M6749416,8,4,0
10.41,1199.2,1429.42,7523.28,3313.0,cash_in,C3546321,M3523621,18,2,0
1.75,4438.79,3345.64,5511.19,6640.84,debit,C9909162,M5889205,22,0,0
507.37,7022.59,7416.68,9576.28,3676.17,cash_in,C4603961,M4089357,10,3,1
0.17,6808.92,7070.2,2628.04,7501.74,transfer,C3353339,M2999683,20,3,1
219.81,8001.16,8333.58,696.83,9897.47,payment,C1271812,M8335114,1,4,0
53.93,5434.21,2898.2,3404.15,764.38,transfer,C2545911,M2884667,17,1,0
13.95,968.53,9232.72,6139.31,9930.2,transfer,C8230086,M5645022,14,3,0
542.84,1606.83,3371.25,1898.57,5794.72,cash_in,C9853571,M8254420,0,3,0
20.41,8299.4,286.83,2329.78,4328.78,payment,C4739473,M6479762,17,3,0
8.26,8233.1,9261.03,8943.11,7177.55,debit,C3560283,M4168333,4,1,0
0.46,5380.88,9450.5,490.58,1360.5,payment,C2162105,M6493884,10,1,0
191.21,1716.56,9910.94,2406.49,9206.79,payment,C1457958,M3303715,14,0,0
3.31,4495.13,7465.03,7425.14,3866.12,cash_in,C8357595,M7697098,6,1,0
3.34,1334.03,9695.51,5116.36,5825.21,debit,C3041850,M3732723,6,0,0
97.73,3648.06,9954.04,4209.77,2182.24,transfer,C9504541,M7037423,15,2,0
651.52,259.84,3862.29,4258.14,9619.53,transfer,C6950561,M7046381,9,6,0
513.6,9997.09,936.07,6471.46,3957.89,cash_in,C1265919,M5608971,23,5,1
14.7,8489.41,1855.85,191.81,5234.36,cash_out,C8882149,M1654157,1,4,0
66.3,6643.43,3779.87,4207.28,1659.08,cash_out,C3929930,M9700658,4,5,0
73.67,3714.17,9257.05,7886.91,396.8,cash_out,C6134915,M7772195,20,2,0
35.22,3278.62,7854.36,3382.66,8899.32,transfer,C3421636,M7839304,1,4,0
34.08,5299.53,1665.91,247.89,8982.17,transfer,C8044465,M2112761,3,3,0
21.23,8991.62,4460.12,8583.47,8113.31,transfer,C6224943,M8990039,15,2,0
117.53,9573.36,6717.48,1054.34,4978.74,debit,C4293151,M3111127,7,4,1
187.54,913.67,1038.41,4098.0,8880.49,transfer,C5190592,M4795398,8,1,1
10.9,7133.56,4675.28,5948.77,5217.35,payment,C3209678,M6501987,13,2,0
3.11,9352.78,438.83,9069.54,3911.8,transfer,C4320146,M4056346,0,1,0
28.02,2454.51,4027.96,215.95,4859.69,payment,C4149893,M7805792,14,1,0
4.3,4454.64,7475.11,6589.06,5193.46,payment,C6658193,M4125920,8,2,0
5.57,5534.12,6666.16,6713.33,3489.51,debit,C5410115,M2058940,11,3,0
44.02,1349.66,2348.54,4628.59,1200.26,debit,C5961248,M3118949,11,2,0
121.92,9401.53,9666.3,9719.63,1907.86,debit,C4269510,M3377472,21,1,0
36.55,7471.5,5303.19,7821.38,5672.54,debit,C9808797,M1788448,17,2,0
4.13,9972.03,1750.86,1671.62,6835.93,debit,C4795970,M3550993,17,4,0
3.74,584.23,9694.55,4068.64,3958.75,debit,C8067639,M8995112,14,2,0
0.01,2588.16,5602.0,3184.89,9238.22,debit,C2120966,M1993584,13,1,1
304.15,8089.18,9514.02,2500.38,7884.5,cash_in,C7559885,M4244232,7,6,1
9.92,9495.6,1490.36,4074.26,7287.19,debit,C3547556,M4453272,14,1,0
56.61,206.61,1261.19,3180.49,1115.86,debit,C8903903,M4895353,21,3,0
241.26,6139.35,1621.4,8814.25,7567.08,payment,C5565127,M1687389,12,6,1
10.81,4718.6,5891.29,8774.8,6945.23,cash_in,C5883963,M4768723,16,0,0
27.11,6030.57,3689.24,8706.68,6682.62,cash_in,C8074517,M1950471,20,0,1
7.11,7268.12,2831.07,2591.54,5127.45,cash_in,C5215259,M6983783,2,0,0
0.13,5000.26,5951.74,6689.72,1129.26,cash_in,C7305252,M9706817,21,3,1
121.08,7956.64,9545.31,5798.69,1262.99,cash_out,C7051555,M8077121,12,5,1
28.28,7902.55,8537.11,5776.11,5275.38,cash_in,C8244357,M1430177,6,4,0
172.05,1078.16,9214.63,8038.76,7317.67,payment,C7016123,M6772196,11,1,1
1086.57,7021.13,6384.59,7709.25,1689.86,debit,C6400269,M7733046,11,6,1
41.63,8580.8,3404.26,6202.39,7424.61,cash_out,C6310561,M6131062,3,5,0
0.16,5022.21,1943.3,3888.69,2720.34,cash_in,C6881989,M6653942,14,2,1
41.03,3295.32,1203.66,5860.28,9097.42,debit,C5969473,M3984802,12,4,0
7.25,996.37,6019.9,8781.64,4105.91,payment,C3445538,M6707004,17,2,0
39.55,1125.9,9565.14,8164.27,8885.77,payment,C2379281,M6433071,7,3,0
26.07,1634.62,9927.51,360.96,2322.24,cash_out,C5116319,M4788843,14,5,0
11.15,3038.25,9649.45,8589.56,4884.41,cash_in,C7954589,M4225237,13,1,0
24.97,6309.83,8897.18,9793.4,7493.25,payment,C5421758,M8236259,11,2,0
14.91,3269.53,3635.03,9585.1,1431.48,cash_out,C3160312,M2621038,16,5,0
7.06,8091.81,6080.51,7229.05,7203.89,debit,C4757489,M8806211,8,4,0
3.74,4434.92,5951.52,740.11,9958.31,transfer,C8524049,M1965457,11,3,0
86.48,6851.87,747.59,7216.8,5740.56,transfer,C9234422,M8228128,22,6,0
8.12,2230.52,4575.91,5430.12,6779.21,payment,C4901782,M9522069,13,1,0
15.65,5910.04,8641.07,9711.8,624.41,payment,C3007953,M2191407,19,0,0
11.97,7352.31,2563.12,6055.1,7612.33,cash_out,C4040670,M1494719,20,3,0
47.4,1032.2,4095.2,7039.19,6885.0,cash_in,C7396996,M8959238,4,6,0
6.32,3616.05,7101.9,8802.74,5046.85,cash_out,C5370558,M7734840,6,1,0
115.33,907.53,4572.1,1030.88,2651.9,debit,C2021747,M1992308,21,2,0
527.12,5338.3,146.14,3909.06,373.77,debit,C7288704,M2164158,5,1,1
29.72,5398.62,9760.17,1059.96,6863.49,cash_out,C7277502,M3968364,14,5,0
10.86,5122.55,8162.18,4506.55,6258.62,debit,C3018015,M6228876,9,0,0
152.02,5233.04,9012.28,5026.75,6074.68,debit,C6660577,M8628047,21,4,0
7.21,9445.71,6720.18,748.09,2537.6,cash_out,C5017327,M9233723,6,6,0
24.66,9174.44,9219.13,8127.98,9105.71,debit,C2657259,M9721531,2,5,0
72.45,5673.67,7051.84,5264.56,7593.54,cash_out,C5740596,M6374017,4,3,0
24.67,6300.76,4101.96,3832.96,4955.61,cash_in,C2750174,M6394118,17,3,0
12.34,9923.64,7730.33,7731.34,7019.13,debit,C1698478,M4155440,2,2,0
24.7,5755.62,1816.25,3205.17,574.76,transfer,C1792011,M6082589,12,1,0
23.68,8255.09,6873.24,4394.66,5132.91,cash_out,C9535334,M7221393,21,5,0
284.84,9504.65,8934.33,7152.86,822.34,cash_out,C9309339,M4468470,18,5,1
23.75,3876.74,9013.17,1251.68,2975.37,cash_out,C6549075,M3970536,12,6,0
0.03,1502.53,2537.11,6718.47,8831.25,cash_in,C6196562,M4437253,20,5,1
9.5,201.25,8253.19,3833.6,8442.08,cash_out,C9190913,M5251774,19,0,0
3.5,6990.42,4546.37,6663.33,2307.45,transfer,C2934050,M3666299,15,0,0
0.09,7426.92,9557.64,7178.73,6980.69,payment,C9996951,M5805648,9,6,1
207.66,1282.07,8246.49,8851.86,9507.07,debit,C9354503,M4368666,4,4,0
7.77,1182.5,2363.59,8347.64,1926.34,transfer,C5055922,M8314004,19,2,0
74.63,6010.31,506.41,9342.79,7691.22,cash_out,C4530452,M6333834,1,4,0
4315.27,9509.1,9226.21,3566.16,2086.43,transfer,C7565123,M7375918,4,2,1
6.67,6309.41,3425.3,7239.69,350.57,cash_in,C2164051,M5123439,19,4,0
758.84,9645.35,661.46,6879.15,4158.25,debit,C1292960,M3850704,23,2,1
73.83,1127.55,2413.25,3874.01,5670.85,cash_in,C3007261,M4766788,20,0,0
5.29,6523.74,9117.03,9378.39,6483.42,payment,C7488875,M8544230,23,1,0
19.38,3516.95,9880.98,4604.34,9202.32,cash_out,C8620600,M7042065,7,1,0
40.88,9676.96,9991.49,8831.18,3743.97,transfer,C8243337,M6030776,4,0,1
8.21,5460.84,2347.16,4082.09,8417.34,payment,C4491354,M7808066,13,3,0
9.12,9528.5,4688.82,3444.23,6687.2,cash_out,C9890863,M4454681,7,1,0
5.39,9485.25,7320.14,7862.85,3697.81,cash_in,C7848595,M7288379,20,2,0
731.24,5474.0,4577.97,9056.29,9561.76,debit,C7914190,M1853720,6,1,1
13.18,6630.55,9377.51,4374.66,9437.67,transfer,C4463711,M7475513,18,5,0
190.41,7715.48,6448.26,5793.18,8028.28,cash_out,C7900296,M6309832,14,1,1
1.56,9319.4,3230.52,9336.9,6162.02,transfer,C2628473,M2096542,2,0,0
842.99,990.48,9322.47,3631.29,7461.48,cash_out,C6160031,M2107683,11,4,1
64.88,8299.72,4803.36,7065.67,2968.44,transfer,C3681207,M3550420,5,3,0
10.13,5660.47,6323.96,7028.64,2884.22,cash_out,C2901872,M3460316,14,0,1
16.01,3871.4,3855.76,1787.53,297.55,payment,C8397687,M4050662,14,0,0
152.37,5711.15,8867.48,9879.37,8876.26,transfer,C3973517,M3263974,19,2,0
7.97,1198.62,9356.79,9608.1,2051.61,payment,C5904810,M2393728,11,4,0
157.46,6256.44,5944.2,9917.85,3715.64,payment,C4221613,M9613805,8,4,0
11.25,3253.82,1752.13,6529.11,7035.1,payment,C8531813,M8263690,10,0,0
50.09,894.42,5557.61,1393.43,9784.66,debit,C1179145,M1322326,9,3,1
0.2,456.23,6751.85,6998.88,3422.79,debit,C8122166,M7831599,22,2,1
0.36,5568.59,4939.42,2740.06,9142.24,transfer,C6345454,M9536101,3,0,1
33.57,1159.79,836.7,3796.54,1624.66,cash_out,C2466111,M2265195,0,5,0
0.44,6212.86,1646.81,6298.65,8726.36,cash_in,C6551591,M2775578,19,0,1
145.13,7486.03,903.44,1007.87,9518.78,transfer,C8264020,M4910362,6,0,1
21.9,6291.97,2007.12,8193.75,7111.55,cash_in,C4121650,M8872045,9,5,0
5.95,706.54,1930.79,162.5,1840.92,cash_out,C5416796,M3414120,17,4,0
23.98,7058.39,850.22,1951.78,3281.91,cash_out,C3725015,M7621429,20,6,0
8.25,5115.88,2925.49,4322.58,8262.24,cash_out,C9901166,M1117156,20,5,0
126.86,721.55,3507.81,7355.85,6236.47,cash_in,C2341365,M8481497,0,5,1
69.59,7736.72,9153.32,7010.95,6094.52,transfer,C5402967,M6353005,14,2,0
76.77,5046.98,7657.78,3203.4,9991.06,cash_out,C4827078,M3861403,1,5,0
42.06,4670.24,9242.12,8480.17,9725.53,cash_in,C8791214,M8586261,4,1,0
4.81,9501.38,8746.28,7903.83,3876.43,cash_out,C7701126,M7135596,0,3,0
17.95,1810.52,5970.08,1920.71,1038.98,cash_in,C8923681,M3514901,8,2,0
0.2,3104.87,9556.44,5538.35,2354.62,cash_in,C9374127,M8262122,13,6,1
80.83,9618.25,762.37,3300.5,4819.33,payment,C3373603,M4945202,16,3,1
303.55,228.38,3149.28,1670.16,6341.54,debit,C8197382,M3044259,19,1,0
26.42,3796.21,6916.29,1368.52,5696.74,cash_in,C2059061,M1297120,14,2,0
15.7,3329.39,2411.04,8731.55,3194.12,cash_in,C5706534,M6716959,18,6,0
8.29,1358.62,3286.14,6363.55,9714.24,cash_out,C4976500,M5179188,15,4,0
7.84,5158.51,1046.27,7526.9,6273.71,transfer,C9879099,M9236614,14,4,0
29.1,7305.49,762.56,3956.81,2012.5,payment,C3400540,M7103256,1,3,0
143.35,3626.07,6244.46,5662.59,7858.47,payment,C9131878,M6270869,19,4,1
264.26,9244.72,6090.31,3026.63,699.57,cash_out,C9782909,M9457885,9,1,1
7.39,8204.01,208.05,2683.78,1526.19,transfer,C1483540,M8070308,2,2,0
6.84,1561.39,6296.31,5597.12,5979.07,payment,C2807658,M5589441,14,2,0
12.82,1712.72,1372.5,9565.45,1326.76,payment,C9004435,M7187806,4,2,1
32.22,352.11,4399.17,3306.45,1862.18,debit,C1579384,M5746424,10,4,0
1.94,5165.91,7255.49,7165.27,5017.1,transfer,C3347324,M3542921,3,4,0
6.76,7571.13,9725.96,3447.76,4185.15,transfer,C9262035,M7720279,17,0,1
40.87,4020.3,1634.34,8246.17,8162.21,cash_in,C3668591,M2933559,8,1,0
2871.76,339.83,6464.74,7003.15,4839.06,transfer,C4674225,M4903481,4,6,1
0.17,7584.03,6735.6,290.63,7678.81,cash_in,C1394484,M7961516,17,0,1
178.6,2372.11,4965.5,3558.88,898.21,payment,C9542096,M3754469,12,1,1
1252.77,7468.11,2886.03,5607.0,5157.71,cash_out,C4382050,M5299635,10,1,1
12.45,1279.76,2925.28,385.29,6073.34,debit,C7806362,M4432451,5,0,0
2915.24,8754.92,2081.41,5745.05,7498.0,cash_out,C6089714,M7055540,14,0,1
9.24,8913.04,8451.27,2246.38,335.74,transfer,C4630984,M4035319,10,1,0
38.62,7227.7,4633.05,3968.47,7563.2,cash_in,C9056009,M5787252,21,6,0
12.44,1161.89,102.68,408.88,595.28,transfer,C5600838,M1000159,9,3,0
10.49,1678.92,630.02,2231.56,1988.78,cash_in,C7254897,M2276737,8,3,0
49.83,446.43,1288.76,1504.2,4623.58,cash_out,C3018718,M1509483,15,1,0
770.13,4606.92,8875.76,6979.69,2804.03,transfer,C9048449,M2061726,23,5,1
254.82,3836.51,467.9,4381.63,4710.45,cash_out,C1222617,M1738763,21,0,1
62.41,7128.03,7216.82,2106.72,2746.12,payment,C4155287,M4939600,22,3,0
12.39,536.82,5675.8,8584.28,5633.55,cash_in,C4884275,M1793470,9,2,0
0.23,4777.5,1722.56,6620.15,3775.6,debit,C3444368,M6380641,23,5,1
11.27,4077.61,4728.09,3539.63,2995.25,cash_in,C7842181,M7045314,13,0,0
121.6,3394.76,3650.82,4718.9,7561.66,cash_out,C1717322,M6762197,16,6,0
18.58,3482.33,6363.7,7473.46,8525.87,debit,C3340778,M4452965,22,3,0
0.44,9905.99,5485.57,5243.73,5797.1,payment,C3763239,M4804776,21,5,1
56.0,3322.32,8381.04,3795.89,9375.59,debit,C7590085,M4675408,18,2,0
143.38,9880.71,2335.57,6474.63,1641.44,cash_out,C1010001,M9464291,3,3,0
1798.6,3134.9,7582.43,3098.29,2171.52,transfer,C4204558,M1394358,0,0,1
429.96,7783.07,806.23,2609.0,9515.03,cash_in,C6998094,M7761231,0,5,1
3.43,3811.67,3107.49,6230.65,9203.6,debit,C1702543,M9243207,1,3,0
1.96,7036.25,8625.63,3899.18,5436.27,transfer,C8091757,M6889724,21,3,0
12.25,9631.41,7614.59,959.6,2596.35,transfer,C2391916,M5116952,23,6,0
16.45,4601.39,7515.62,2489.65,9841.6,transfer,C6416901,M6197809,17,6,0
15.85,6175.8,1040.04,6869.86,5974.95,transfer,C9494212,M8456297,2,4,0
0.35,3942.96,9257.31,6571.65,582.28,debit,C2974150,M9669396,15,1,1
28.37,1711.19,2973.84,3381.01,1185.78,cash_out,C2288836,M4340730,15,3,0
0.39,8087.35,9063.56,7747.38,534.36,cash_out,C4748410,M6705434,21,4,1
23.41,4502.2,7037.72,9125.39,1105.22,cash_out,C3214575,M1397254,14,3,0
29.58,303.32,5299.23,6968.74,6384.84,transfer,C8023355,M8946662,1,2,0
2.57,762.69,963.71,8790.03,6680.55,cash_in,C7733149,M9507953,7,1,0
106.2,1949.23,2045.52,6632.63,5504.6,debit,C5412519,M9017491,2,6,1
20.04,1246.91,493.58,2104.23,3073.4,cash_in,C1187797,M7238751,1,4,0
2.23,6692.52,5897.17,187.69,8815.81,cash_out,C6360810,M5088207,15,6,0
243.94,4839.47,1080.57,3939.79,6370.63,debit,C2189815,M3451359,21,1,1
66.03,7629.13,4829.12,9899.68,818.64,cash_out,C5145110,M7937523,20,2,0
135.15,4123.28,7548.47,524.8,3272.83,cash_in,C1464145,M4231387,21,5,0
13.93,6103.72,8682.66,7511.22,1360.53,debit,C9548784,M7820472,20,6,0
65.1,6029.89,2947.51,7753.68,4384.14,transfer,C8001408,M2112899,17,0,0
35.57,7751.89,495.49,2846.16,2880.25,payment,C6091832,M9980691,19,2,0
21.45,4752.13,4929.1,7598.44,8411.13,debit,C3302963,M8874018,10,0,0
17.14,5374.12,6202.03,723.05,6328.3,payment,C5847725,M9615400,7,2,0
11.1,2470.21,1993.54,9726.17,1999.28,payment,C9685090,M7904482,8,2,0
16.62,1964.69,6169.23,7890.24,8042.22,payment,C4187101,M7064744,22,4,0
15.11,4680.64,5249.12,1260.39,7255.15,payment,C5144427,M4451640,19,6,0
19.84,8884.01,8114.82,3812.49,3977.14,payment,C8702071,M6727732,4,2,0
13.83,9668.49,8149.83,9840.29,132.34,cash_out,C5275016,M9305654,14,4,0
24.55,5717.79,2071.98,604.83,4334.3,cash_in,C2813267,M8992131,13,3,0
43.18,1316.87,7625.23,9942.48,506.24,transfer,C5653261,M2802906,17,4,0
3581.0,6898.57,2128.44,8923.98,5709.02,transfer,C2869519,M6664086,19,5,1
0.13,2282.33,6076.25,7542.09,9285.73,payment,C4965501,M3545152,0,4,1
1.37,1801.24,9667.36,3894.39,5462.94,transfer,C3690994,M2529708,18,5,0
109.72,8114.55,1333.18,2537.31,4123.38,cash_out,C8709241,M3779020,5,1,0
92.38,3154.09,5838.41,6037.19,3928.36,cash_out,C4895346,M2683872,2,3,1
14.94,7417.73,3906.31,6189.02,3863.61,debit,C5558760,M4441489,21,3,0
8.04,3488.66,305.09,5124.84,3940.22,cash_in,C4447207,M7257248,4,5,0
16.58,1766.98,4099.66,2257.49,3597.33,payment,C5173595,M5876781,7,3,1
39.06,340.33,9359.13,2516.32,7006.05,cash_in,C1367073,M7524153,18,2,0
16.7,4419.29,4508.74,4298.96,4429.89,payment,C4834547,M5515111,11,2,0
5.62,8551.1,6485.59,6031.14,8120.41,transfer,C7399569,M7116500,1,6,0
7.7,1014.53,6983.6,595.64,884.63,payment,C8601770,M3500297,9,1,1
7.57,9168.03,2367.98,3184.82,5253.03,cash_out,C2548050,M1874873,18,5,0
52.24,8681.39,7436.84,2953.61,4755.46,cash_in,C3817334,M4963537,0,6,0
4.14,862.77,7751.08,2763.54,7853.12,debit,C3082677,M8760085,17,6,0
14.38,5383.21,1949.39,7890.39,3322.23,cash_out,C5569064,M9610837,0,4,0
7.68,1436.0,578.61,1643.5,1409.68,debit,C7160440,M5685491,14,1,0
55.55,7162.95,1704.66,6099.51,518.51,cash_in,C3280095,M1009619,9,3,0
24.26,7567.16,5548.13,7289.73,8899.05,cash_in,C9718383,M6938052,19,4,0
8.99,7541.15,5282.36,4136.02,5081.21,cash_in,C3117953,M1610970,6,0,0
72.65,3054.58,6083.52,4182.89,3821.85,payment,C1400570,M6277192,15,1,0
10.46,7773.21,7528.44,4554.41,5945.26,cash_out,C6066251,M7649830,7,1,0
1088.12,2603.91,4052.47,7157.61,3778.51,cash_out,C8772872,M3187985,13,0,1
364.78,9235.19,3024.64,625.88,4704.39,cash_in,C8270949,M2310694,19,2,1
12.75,4823.37,9346.37,8699.43,4846.64,payment,C6560848,M4246044,9,4,0
133.46,7139.94,2769.13,344.37,2265.07,debit,C7228817,M1404999,14,3,1
20.12,3534.56,3332.79,3742.88,8032.12,debit,C3068593,M8355095,15,3,0
56.1,7815.15,7313.78,5706.87,766.16,cash_out,C7340529,M6539032,21,5,0
5.42,2744.35,1507.89,9158.45,1022.58,cash_in,C5626482,M7616924,7,0,0
169.19,2025.49,5736.02,4234.13,8276.63,cash_out,C8162386,M5280671,6,0,1
64.68,470.86,7299.66,7891.42,2269.04,cash_out,C9279258,M2916579,2,5,0
26.05,6206.3,9796.64,8520.88,9561.12,payment,C6546545,M6478315,16,1,0
14.13,5938.82,6857.75,8081.27,7805.13,cash_out,C4794987,M1372876,13,3,0
339.69,9730.34,9914.0,607.74,5957.76,payment,C2786719,M3482557,17,1,1
6.17,9566.15,4697.04,1617.26,1076.11,debit,C9486648,M7090010,13,5,0
208.86,3060.94,2500.69,6268.28,9490.07,transfer,C6267324,M1954674,13,3,0
24.32,4784.42,402.9,9382.18,1270.44,cash_out,C9162450,M9252054,12,4,0
0.43,2936.03,6144.67,1732.45,1676.0,payment,C7322454,M2390468,3,0,1
824.72,5449.67,4977.22,1013.92,9703.6,cash_out,C1861640,M1035018,15,1,1
0.49,3730.99,6888.05,8284.9,3636.78,debit,C2468345,M1678300,5,2,1
17.73,5870.35,9883.03,6182.2,8232.15,cash_out,C3851025,M7557612,15,0,0
0.31,5308.27,8334.84,2916.0,742.93,debit,C5361777,M3640633,20,6,1
43.01,6104.19,6921.42,417.13,8536.35,cash_out,C8929924,M8591832,11,4,0
169.3,8164.92,4237.9,9311.92,7963.15,payment,C6479600,M4532397,7,3,0
290.46,681.61,8763.9,1562.03,9982.43,cash_out,C3505288,M2232154,9,6,1
6.41,2468.62,4867.81,4157.82,9305.75,debit,C6075879,M4519388,15,5,0
1084.58,3516.35,584.23,8427.1,8055.91,cash_in,C4129999,M9348626,14,5,1
13.28,8639.49,4551.16,8176.23,7478.28,cash_in,C6281272,M4086368,0,6,0
393.8,4216.43,4920.25,9884.85,1566.86,cash_out,C5026924,M9603094,19,3,0
39.73,7235.77,4236.91,7731.51,6352.23,payment,C7258302,M6656938,0,0,0
20.12,5060.66,2189.51,3391.93,6620.79,debit,C5587663,M9906505,12,4,0
30.88,6161.02,4405.88,9503.19,8022.77,cash_in,C5868635,M8657731,1,2,0
3.67,6307.72,7939.2,4797.72,8794.52,cash_in,C4874618,M6287835,18,1,0
4.75,6555.34,483.23,2371.78,9053.37,payment,C7623855,M5452101,0,4,0
4946.9,4547.57,4030.1,4357.11,9590.51,payment,C9980132,M7991989,0,4,1
12.92,7691.11,7901.14,7712.12,6666.81,cash_in,C4580502,M9960543,21,4,0
306.68,9263.73,3951.36,7284.64,1854.64,cash_out,C1238426,M8205822,2,2,1
